Year,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2025,15607809,Navarro,516,Spain,Male,37,6,0.0,1,1,0,51643.34,0
2025,15607985,Navarro,690,France,Male,18,6,0.0,1,1,1,120306.44,0
2025,15605854,Weber,662,France,Male,25,5,123346.46,2,0,1,185518.0,0
2025,15605095,Schmidt,704,France,Female,25,6,55922.76,2,1,1,61576.16,0
2025,15605479,Martin,650,France,Female,31,9,0.0,2,1,0,66246.67,0
2025,15607977,Martinez,660,Germany,Male,20,1,95383.41,1,0,1,84793.77,0
2025,15605350,Simon,696,Germany,Female,39,3,155120.69,1,1,1,41548.77,0
2025,15609988,Hargrave,516,Spain,Female,26,8,183968.17,1,1,1,35044.83,0
2025,15602141,Martin,675,France,Female,40,7,0.0,1,1,1,119849.0,0
2025,15601681,Petit,482,France,Male,32,3,139586.46,1,0,0,163239.89,0
2025,15602403,Ruiz,547,France,Female,33,10,0.0,2,1,1,183098.21,0
2025,15604913,Schäfer,672,France,Female,38,10,115043.4,2,1,0,30412.87,0
2025,15609893,Boni,735,France,Male,39,9,0.0,2,1,1,194691.93,0
2025,15608026,Meyer,781,Spain,Male,43,8,161144.02,1,0,0,141357.51,1
2025,15605702,Obinna,583,Spain,Male,39,1,122852.56,1,0,0,144971.67,0
2025,15604419,Smith,627,Spain,Female,30,2,179405.04,1,1,0,89273.53,0
2025,15600866,Martin,850,France,Male,44,9,110436.2,2,0,1,180110.55,0
2025,15603021,Ruiz,704,Germany,Male,46,3,119263.31,1,1,1,197030.28,1
2025,15609357,Dupont,730,France,Male,42,7,0.0,2,1,1,48622.85,0
2025,15604177,Dupont,660,Germany,Female,37,2,108614.98,2,1,0,115572.63,0
2025,15603732,Jimenez,752,France,Female,18,4,0.0,2,0,1,186592.87,0
2025,15609391,Becker,610,France,Male,30,6,0.0,1,1,0,17126.75,0
2025,15607424,Ruiz,655,Germany,Female,44,9,118363.72,4,1,0,32604.38,1
2025,15605532,Bartlett,709,France,Female,35,0,0.0,2,0,1,22621.57,0
2025,15609551,Romero,714,France,Male,52,4,159552.47,1,0,1,144441.47,0
2025,15609077,Gomez,652,Germany,Male,32,4,143016.02,1,0,0,196420.71,1
2025,15601016,Schmidt,637,Germany,Male,27,5,182235.54,1,1,1,178437.41,0
2025,15600515,Leroy,570,France,Male,28,2,119560.47,1,1,1,176053.3,0
2025,15608403,Chu,606,France,Male,31,3,0.0,2,1,0,89986.07,0
2025,15609687,Chu,658,Spain,Male,34,0,0.0,2,0,1,123905.96,0
2025,15605972,Dupont,749,France,Male,39,3,134911.24,2,1,1,114920.7,0
2025,15600247,Robert,708,France,Male,18,8,0.0,4,1,1,10244.88,1
2025,15604416,Perez,685,France,Male,41,1,182833.46,2,1,1,172068.85,0
2025,15604654,Moreau,599,France,Male,40,10,154403.97,2,1,1,143039.68,0
2025,15603607,Klein,783,Germany,Female,39,0,82983.29,1,1,0,14508.63,1
2025,15607781,Martin,611,Spain,Male,46,9,0.0,2,0,1,182214.12,0
2025,15602497,Sanchez,675,France,Male,30,10,0.0,1,1,1,115538.45,0
2025,15600812,Onio,437,France,Male,39,10,223389.74,1,1,1,37722.7,0
2025,15600184,Schulz,699,France,Male,39,9,165764.43,1,1,1,75451.32,0
2025,15605739,Navarro,664,Germany,Female,25,4,144600.77,1,1,0,117623.36,1
2025,15606816,Ruiz,839,France,Female,28,0,0.0,2,1,1,55712.62,0
2025,15604023,Perez,574,France,Male,46,7,0.0,2,1,0,66779.78,0
2025,15609761,Obinna,692,France,Female,47,7,113646.02,2,1,0,85576.24,0
2025,15609337,Schäfer,722,Spain,Male,33,0,98262.4,1,1,1,107333.92,0
2025,15605548,Gomez,586,France,Male,32,5,0.0,2,1,1,74226.95,0
2025,15605893,Boni,794,France,Male,29,2,0.0,1,1,0,50450.03,0
2025,15600113,Munoz,614,Germany,Female,42,1,139176.78,1,1,0,109818.54,1
2025,15601452,Gomez,574,France,Male,32,9,95029.15,1,1,1,34894.17,0
2025,15607511,Weber,666,France,Male,41,10,0.0,1,1,0,100219.42,0
2025,15602922,Hargrave,694,France,Male,46,3,0.0,1,1,1,111011.38,0
2025,15602358,Alonso,504,France,Female,25,0,0.0,1,1,1,52881.66,0
2025,15603542,Smith,721,Germany,Female,34,9,104438.03,2,1,1,44999.11,0
2025,15604320,Gomez,644,Germany,Female,29,9,102068.2,2,1,0,53111.85,0
2025,15600529,Romero,795,Germany,Male,43,6,136440.68,2,1,0,111550.18,1
2025,15601722,Alvarez,633,France,Female,46,0,131580.45,2,1,0,183363.21,0
2025,15600279,Hoffmann,705,Spain,Female,29,0,0.0,2,1,0,22710.33,1
2025,15609708,Richard,699,Germany,Male,31,0,92176.35,1,1,0,21376.08,1
2025,15609169,He,548,Germany,Female,27,7,161785.65,1,1,1,35741.82,0
2025,15602915,Klein,670,France,Female,50,6,168443.23,2,1,1,88676.16,0
2025,15608942,Smith,600,France,Male,34,0,0.0,2,1,1,182582.8,0
2025,15600864,Braun,756,Germany,Male,27,1,125954.81,1,1,1,82218.77,0
2025,15606035,Bernard,722,Spain,Male,30,7,104041.87,1,1,1,118323.69,0
2025,15606465,Munoz,678,Spain,Male,42,4,144046.98,1,1,1,44957.93,0
2025,15609624,Michel,668,Spain,Female,43,4,0.0,1,0,0,102911.7,0
2025,15606676,Schneider,545,France,Male,18,4,46907.04,2,1,1,62949.59,0
2025,15600635,Martin,748,Germany,Male,40,2,89507.67,2,0,1,82784.73,1
2025,15602162,Garcia,850,France,Male,50,7,65599.97,2,1,0,150542.06,0
2025,15603677,Schulz,620,Germany,Female,31,2,155184.91,1,0,0,181196.53,1
2025,15600393,Simon,706,France,Male,19,10,88624.78,1,0,0,147377.52,0
2025,15608653,Dubois,614,France,Male,53,7,0.0,1,1,1,65594.94,0
2025,15606157,Thomas,528,Spain,Female,21,0,101211.93,1,0,1,155528.09,0
2025,15609987,Schneider,577,France,Male,29,8,0.0,1,1,1,160817.31,0
2025,15603308,Bartlett,485,Spain,Male,26,4,0.0,2,0,0,48672.65,0
2025,15603170,Lefebvre,637,France,Female,36,8,0.0,3,1,1,147518.52,0
2025,15601231,Laurent,640,France,Male,33,4,89380.54,2,1,1,197220.62,0
2025,15609916,Gomez,697,Germany,Male,43,4,82702.67,1,1,1,19484.51,1
2025,15601714,Hargrave,536,France,Male,37,5,126296.6,2,1,0,21402.73,0
2025,15609051,Lefebvre,506,Spain,Male,30,0,0.0,2,1,1,55978.15,0
2025,15600587,Dominguez,580,Spain,Female,20,3,94173.32,2,1,1,76930.09,0
2025,15606006,Chu,586,Germany,Female,50,5,102632.06,1,1,1,164971.93,1
2025,15607593,Mitchell,847,France,Male,43,10,0.0,2,1,0,143624.0,0
2025,15604993,Schmidt,555,France,Female,37,8,144458.02,1,0,1,120037.07,0
2025,15607772,Simon,732,Germany,Female,58,5,144184.32,2,1,0,49402.08,1
2025,15607991,Alonso,600,Germany,Female,46,2,97906.93,2,0,0,122720.73,1
2025,15600652,Richard,630,France,Female,36,7,0.0,1,1,0,60860.08,0
2025,15607442,Klein,614,Germany,Female,46,0,71732.42,1,1,1,181180.53,1
2025,15602849,Richter,520,Spain,Female,33,4,0.0,2,0,0,41275.24,0
2025,15605463,Schwarz,706,France,Female,43,8,0.0,1,0,0,117217.55,0
2025,15600308,Hill,682,Germany,Male,59,2,170748.56,1,0,0,32031.19,1
2025,15600492,Schröder,597,France,Female,34,8,72446.98,1,0,1,94091.22,1
2025,15608272,Chidiebere,683,France,Female,34,4,36875.36,2,1,0,171265.59,0
2025,15600947,Hoffmann,664,Spain,Female,21,6,55403.34,2,1,1,81477.66,0
2025,15609816,Becker,662,France,Female,28,0,104335.87,2,1,0,13054.78,0
2025,15609765,Gutierrez,557,France,Male,52,10,0.0,2,1,1,48055.24,0
2025,15606573,Bernard,453,Spain,Male,39,9,83883.52,1,1,1,137634.76,0
2025,15600122,Garcia,616,France,Male,36,5,0.0,2,1,1,167472.77,0
2025,15606417,Hill,549,France,Female,46,3,153024.58,2,0,0,48628.54,0
2025,15604045,Schröder,475,France,Female,34,2,0.0,2,1,1,57908.33,0
2025,15608019,Schröder,652,Spain,Male,32,3,128587.87,1,1,0,190444.62,0
2025,15605520,Weber,567,France,Female,37,8,0.0,2,1,1,146914.8,0
2025,15603486,Jimenez,591,France,Male,23,10,0.0,2,1,1,136642.54,0
2025,15601306,Onio,568,France,Male,35,3,92742.98,2,1,1,132543.29,0
2025,15606361,Martinez,651,France,Female,34,9,89709.18,2,1,1,182344.16,0
2025,15605821,Mitchell,592,Germany,Male,34,8,105804.74,1,0,0,111021.96,1
2025,15607891,Zimmermann,667,Germany,Male,25,1,183534.02,1,0,0,44145.0,0
2025,15609301,Garcia,669,France,Female,50,6,0.0,2,1,0,132112.47,0
2025,15603476,Smith,573,France,Female,29,5,140204.17,2,0,0,156129.68,0
2025,15604946,Romero,556,Spain,Female,59,1,0.0,1,1,1,158153.43,0
2025,15600382,Becker,642,France,Female,27,2,0.0,2,1,1,136780.54,0
2025,15602541,Bauer,687,Spain,Male,37,1,0.0,1,1,0,106726.55,0
2025,15605217,Bernard,668,Germany,Male,49,3,111684.49,1,1,0,77931.66,1
2025,15605593,Schneider,766,Spain,Male,59,2,124988.55,1,0,1,118276.44,0
2025,15603357,Hoffmann,744,Germany,Female,23,2,153796.28,1,0,0,179478.23,0
2025,15602395,Hargrave,654,France,Male,48,8,0.0,1,1,1,38935.85,0
2025,15602113,Wolf,763,France,Female,19,5,80055.52,2,0,0,65272.67,0
2025,15603575,Schmidt,633,Spain,Male,32,3,148882.38,2,1,0,173964.72,0
2025,15602882,Romero,520,Spain,Male,44,4,178943.42,1,1,0,44890.78,0
2025,15604478,Leroy,698,Germany,Female,45,10,89538.69,1,1,1,13165.46,1
2025,15601504,Simon,713,France,Female,32,0,0.0,1,0,1,62295.04,0
2025,15606506,Onio,472,France,Male,67,2,0.0,1,1,0,130457.71,1
2025,15607578,Petit,782,Spain,Female,34,0,133461.31,2,1,1,59316.85,0
2025,15605732,Hoffmann,493,France,Male,42,0,62074.62,1,0,0,163284.33,0
2025,15604605,Hernandez,480,France,Male,25,10,98827.85,1,0,0,78758.53,0
2025,15603448,Navarro,651,France,Female,48,6,123725.39,3,1,1,186220.91,1
2025,15604048,Perez,474,Germany,Male,31,10,145926.51,2,1,1,89133.27,0
2025,15609251,Becker,617,Spain,Male,31,0,107138.47,2,1,0,10869.33,0
2025,15607236,Jimenez,553,France,Male,24,9,82037.65,1,0,0,199395.2,0
2025,15603845,Braun,533,France,Female,37,0,0.0,2,1,0,86169.68,0
2025,15602307,Hill,569,France,Female,53,9,200151.84,2,1,1,183788.88,0
2025,15608415,Thomas,629,Spain,Male,57,5,113366.02,2,1,1,73665.67,0
2025,15604517,Garcia,648,France,Male,33,4,63834.59,1,1,0,69213.86,0
2025,15601764,He,636,France,Male,54,10,136272.99,2,0,1,24947.18,0
2025,15600874,Dupont,506,France,Female,37,2,0.0,1,1,1,114758.53,0
2025,15603076,Torres,669,Spain,Male,29,8,0.0,1,1,0,76518.49,0
2025,15606819,Smith,773,France,Male,57,10,0.0,1,1,1,181356.65,0
2025,15608699,Alonso,625,France,Male,32,6,0.0,1,0,1,47961.31,0
2025,15604724,Dominguez,511,France,Male,47,7,0.0,1,0,0,41689.38,0
2025,15608596,Dupont,532,France,Female,26,8,106325.82,2,1,1,128072.89,0
2025,15600689,Garcia,660,France,Male,57,3,40016.06,1,1,1,73761.5,0
2025,15601212,Krüger,514,France,Male,52,6,0.0,2,1,1,154511.92,0
2025,15609545,Garcia,573,Spain,Male,18,4,79681.98,2,1,1,38928.19,0
2025,15601815,Rodriguez,684,France,Female,34,2,112057.5,1,1,1,81933.38,0
2025,15603686,He,722,France,Female,24,10,0.0,2,1,0,132910.38,0
2025,15604482,Navarro,564,France,Male,50,2,75188.75,2,1,0,30368.58,1
2025,15601642,Thomas,600,Germany,Female,28,2,79135.48,1,1,1,172874.29,0
2025,15606467,Wagner,758,France,Male,38,7,0.0,2,1,0,56775.26,0
2025,15609362,Chidiebere,494,Spain,Female,34,7,0.0,1,1,1,95731.97,1
2025,15608294,Jimenez,557,France,Male,26,5,71608.5,1,1,1,163684.26,0
2025,15602575,Bernard,675,Spain,Female,31,7,133670.11,2,1,0,42319.19,0
2025,15604219,Fischer,664,France,Female,40,4,0.0,2,0,1,140120.38,0
2025,15607889,Romero,817,France,Female,37,6,90910.18,1,1,1,114397.5,0
2025,15609964,Durand,622,France,Male,46,4,0.0,1,1,1,28722.61,0
2025,15606781,Petit,770,France,Female,41,3,161793.59,1,1,0,88104.18,0
2025,15603943,Hill,725,France,Male,36,7,97107.53,2,1,1,106953.34,0
2025,15601301,Klein,737,France,Female,41,1,0.0,2,0,0,183531.7,0
2025,15606832,Becker,666,France,Male,37,10,126154.71,1,1,0,25376.13,1
2025,15604832,Smith,578,Germany,Male,36,5,141810.38,1,1,0,75382.26,0
2025,15606318,Garcia,579,Germany,Female,38,7,114323.04,2,1,1,152515.87,0
2025,15608616,Martinez,475,Germany,Female,45,6,142624.43,2,1,1,14799.29,1
2025,15605212,Laurent,717,France,Female,28,4,164190.85,1,1,0,191519.21,0
2025,15604921,He,695,France,Male,43,6,0.0,1,1,0,23607.49,0
2025,15608643,Dupont,610,Germany,Female,34,4,94006.41,2,1,1,111054.21,0
2025,15606193,Meyer,650,France,Female,48,8,78187.55,1,1,1,116159.21,0
2025,15604704,Hargrave,725,France,Male,24,10,0.0,2,1,1,75457.93,0
2025,15602326,Thomas,661,Spain,Male,43,10,0.0,2,1,0,63230.31,1
2025,15606559,Sanchez,635,France,Male,33,1,67679.71,1,1,1,33574.67,0
2025,15602601,Muller,399,Germany,Female,23,6,85874.66,1,1,0,148528.68,0
2025,15607874,Schwarz,497,Germany,Male,30,9,123281.49,1,1,1,186673.11,1
2025,15601508,Klein,754,France,Female,24,6,0.0,2,1,0,29381.04,0
2025,15601760,Hill,551,France,Male,27,5,0.0,1,0,1,27882.49,0
2025,15602422,Gutierrez,735,Spain,Female,57,6,0.0,2,1,1,183632.63,0
2025,15606714,Muller,504,Germany,Male,36,9,82104.61,1,1,0,142562.88,1
2025,15609979,Laurent,488,Germany,Female,67,5,162830.1,1,1,1,83913.32,1
2025,15601172,Moreau,670,France,Female,35,9,87985.45,2,1,0,168610.82,0
2025,15605358,Richard,761,Germany,Male,26,8,157485.97,1,1,0,165862.49,0
2025,15606545,Martin,718,France,Male,38,10,0.0,2,0,0,30109.86,0
2025,15606694,He,700,Spain,Male,51,1,151744.63,2,0,0,180625.76,0
2025,15604258,Schmidt,476,Spain,Male,36,0,0.0,2,1,0,78021.43,0
2025,15604222,Laurent,555,Germany,Male,36,6,131918.16,1,1,1,180003.7,0
2025,15600045,Fischer,671,Germany,Male,24,10,79951.62,1,0,0,98314.64,0
2025,15609616,Mitchell,572,Germany,Male,33,1,108185.6,1,1,0,72438.19,0
2025,15606677,Muller,710,France,Male,41,9,0.0,2,1,1,35856.23,0
2025,15605611,Michel,634,Germany,Male,32,2,94237.24,2,0,1,127178.58,0
2025,15607184,Garcia,537,Spain,Female,35,3,0.0,1,1,0,28976.83,0
2025,15603852,Jimenez,586,France,Female,59,4,0.0,3,1,0,56483.64,1
2025,15600862,Navarro,616,France,Male,29,1,0.0,2,1,1,73908.98,0
2025,15608380,Hill,683,Germany,Male,48,3,141023.05,2,1,1,46578.88,1
2025,15601957,Hernandez,805,Spain,Female,18,10,182018.64,1,0,0,166143.74,1
2025,15602795,Simon,723,France,Female,37,9,167885.72,1,0,1,82623.9,0
2025,15607658,Wagner,586,Germany,Male,35,8,90560.73,1,1,0,158662.75,1
2025,15602474,Onio,734,Spain,Male,40,4,80768.68,2,1,1,137936.03,0
2025,15606150,Moreau,700,France,Female,24,8,135794.37,1,1,0,110093.93,0
2025,15600667,Lopez,628,Germany,Male,40,4,91482.3,1,1,0,82906.62,1
2025,15607223,Dubois,588,Germany,Female,41,0,95081.34,3,0,0,187829.89,1
2025,15600040,Navarro,608,Germany,Male,56,0,92080.94,1,1,0,175988.66,1
2025,15602465,Moreno,708,France,Male,28,5,0.0,1,0,0,10860.74,0
2025,15600691,Munoz,713,France,Male,36,4,106852.97,1,1,0,91642.9,0
2025,15609697,Sanchez,518,France,Female,51,10,0.0,2,0,0,26150.67,0
2025,15600624,Schulz,743,Spain,Female,46,8,0.0,2,0,0,29499.52,0
2025,15600134,Alonso,635,France,Male,48,8,110010.3,1,1,1,103365.01,0
2025,15608060,Leroy,741,France,Male,36,10,82255.02,2,0,1,154299.07,0
2025,15603411,Alvarez,611,Spain,Female,33,3,0.0,1,1,0,181228.17,0
2025,15608287,Becker,485,France,Male,32,5,105104.58,1,0,0,72783.3,0
2025,15603202,Martinez,752,Germany,Male,38,2,121883.04,1,0,1,88141.7,0
2025,15603355,Schwarz,453,Germany,Male,39,8,88892.59,2,1,1,107308.3,0
2025,15605261,Smith,659,France,Female,27,9,0.0,1,0,0,49595.28,0
2025,15600507,Schröder,753,Spain,Female,26,7,0.0,1,1,0,83585.34,0
2025,15600500,Bartlett,668,Spain,Male,47,4,0.0,2,1,0,81728.79,0
2025,15609041,Rodriguez,625,France,Male,33,3,0.0,2,1,0,151129.08,0
2025,15609276,Michel,588,Spain,Male,58,7,0.0,1,1,0,83743.59,0
2025,15601723,Schulz,442,Germany,Male,37,8,155159.6,2,1,1,156942.82,0
2025,15608929,Perez,583,Germany,Male,57,5,98791.75,1,1,1,152481.87,1
2025,15606915,Boni,543,Spain,Male,40,8,0.0,1,0,1,174649.51,0
2025,15603464,Alonso,602,France,Male,46,1,0.0,1,1,0,21285.05,0
2025,15602758,Mitchell,744,Germany,Female,25,6,99963.4,1,1,1,60044.4,0
2025,15600199,Alvarez,715,Germany,Female,39,3,194605.4,2,1,1,196932.13,0
2025,15607293,Hill,464,Spain,Female,43,9,161635.73,2,1,0,78717.89,0
2025,15600698,Smith,717,Germany,Male,24,6,119256.63,2,0,1,29342.44,0
2025,15609564,Schröder,668,France,Male,30,6,0.0,2,1,1,27671.79,0
2025,15607036,Weber,629,Germany,Male,50,9,81455.57,2,0,0,37979.63,1
2025,15608373,Navarro,726,Germany,Female,31,5,153834.61,1,1,1,146482.52,0
2025,15602362,Garcia,618,France,Female,27,4,83261.03,2,1,1,183778.9,0
2025,15605172,Obinna,819,France,Female,47,0,0.0,1,0,1,122248.35,1
2025,15600262,Schäfer,700,Germany,Male,44,4,148658.44,2,1,1,59866.57,1
2025,15605788,Petit,511,Spain,Female,38,5,53497.89,2,0,1,185877.52,0
2025,15608541,Richter,613,France,Female,61,1,95005.33,1,1,1,47163.12,0
2025,15600057,Meyer,708,Spain,Male,42,9,115384.74,1,1,0,72294.99,0
2025,15605203,Obinna,559,Spain,Male,34,1,59360.91,3,1,1,78591.13,0
2025,15604446,Garcia,601,France,Female,33,3,130238.98,2,0,1,179390.43,0
2025,15606064,Obinna,689,Spain,Male,46,6,0.0,1,1,0,69233.78,1
2025,15603955,Navarro,680,Germany,Male,39,0,170923.23,2,0,1,22029.7,0
2025,15609576,Bauer,731,Spain,Female,38,6,0.0,1,1,0,78864.21,0
2025,15607114,He,727,France,Female,42,0,0.0,2,1,1,19016.0,0
2025,15600773,Weber,607,France,Male,31,7,0.0,2,1,0,68031.09,0
2025,15606964,Ruiz,779,France,Male,36,1,0.0,2,0,0,74836.21,0
2025,15606451,Hernandez,801,Germany,Male,29,0,107315.13,2,1,0,141104.13,0
2025,15605290,Obinna,672,Spain,Male,48,10,0.0,2,1,0,86854.59,0
2025,15604960,Schröder,524,Spain,Female,55,5,142055.25,1,1,1,127473.81,0
2025,15604278,Thomas,633,France,Female,52,1,155280.26,1,0,0,188026.69,0
2025,15602558,Wolf,659,France,Female,36,3,0.0,1,0,0,183445.11,0
2025,15607409,Munoz,628,Germany,Male,38,7,139407.77,2,1,1,66095.9,0
2025,15607750,Chu,780,France,Male,26,0,139724.33,2,1,1,64726.86,0
2025,15609781,Leroy,759,France,Female,33,7,0.0,2,1,0,193547.41,1
2025,15604629,Onio,713,France,Female,21,8,0.0,1,1,1,27815.99,0
2025,15604985,Alonso,647,France,Female,26,8,106210.79,1,0,1,142478.82,0
2025,15602281,Martinez,747,France,Female,36,2,140295.57,2,0,0,174945.87,0
2025,15608436,Hill,749,Spain,Male,25,7,82490.39,1,1,1,106698.55,0
2025,15609607,Martin,723,Spain,Male,28,5,30171.19,2,1,0,153162.27,0
2025,15604489,Bartlett,563,Spain,Female,26,9,0.0,1,0,1,131524.9,0
2025,15607644,Alvarez,695,Germany,Female,37,8,84782.42,1,1,0,164791.57,0
2025,15604758,Weber,629,Spain,Female,33,2,0.0,2,1,0,175801.15,0
2025,15605756,Petit,653,Germany,Male,33,3,136258.07,1,0,1,91147.84,0
2025,15607175,Wagner,727,France,Female,36,6,0.0,2,1,0,149472.55,0
2025,15606370,Bauer,651,France,Female,34,7,0.0,1,0,1,129416.56,0
2025,15600796,Klein,700,France,Male,43,10,0.0,2,0,1,178591.29,0
2025,15605597,Wagner,641,France,Male,46,9,66902.62,1,1,1,87189.24,0
2025,15608252,Chidiebere,465,Spain,Male,47,9,0.0,2,1,0,11507.89,0
2025,15609145,Laurent,724,France,Male,57,6,117719.0,2,1,0,39494.42,0
2025,15609798,Thomas,615,France,Female,22,4,95098.19,2,1,1,19275.78,0
2025,15608501,Lopez,818,France,Male,33,8,100429.49,1,1,1,169316.02,0
2025,15600336,Michel,820,France,Female,42,6,68840.89,1,0,1,61787.47,0
2025,15609467,Romero,546,France,Female,47,6,0.0,1,0,0,130268.49,1
2025,15605836,Dubois,710,France,Female,61,4,153678.86,1,1,0,87665.92,0
2025,15603212,Robert,700,Spain,Female,67,5,136066.05,2,0,0,134708.26,0
2025,15607270,Onio,736,Germany,Female,29,1,145338.12,1,1,0,85556.34,0
2025,15602929,Perez,601,France,Female,25,0,126028.61,2,1,0,116889.54,0
2025,15606438,Dupont,558,Germany,Female,39,2,78348.34,1,0,0,41390.16,1
2025,15604132,Dupont,585,France,Female,26,10,99067.95,2,1,0,100415.06,0
2025,15600941,Becker,627,France,Male,37,0,0.0,1,1,0,144589.0,0
2025,15609166,Hernandez,512,France,Male,35,1,0.0,1,1,0,147925.56,0
2025,15607153,Perez,743,Spain,Male,42,3,0.0,1,1,0,98658.03,0
2025,15600644,Bartlett,583,France,Male,29,3,89447.44,2,0,0,141904.53,0
2025,15608992,Durand,600,France,Female,48,4,0.0,1,1,0,102681.62,1
2025,15605826,Braun,629,France,Male,24,5,0.0,2,1,0,76408.44,1
2025,15601740,Romero,677,France,Male,43,8,0.0,1,1,0,182890.22,0
2025,15600881,Sanchez,571,Germany,Female,41,3,136881.0,2,1,0,67370.82,1
2025,15608629,Onio,765,France,Female,18,7,156609.27,1,1,0,163261.03,0
2025,15606827,Jimenez,739,France,Female,34,0,138928.04,1,0,1,155650.81,1
2025,15604212,Koch,635,France,Male,40,7,0.0,2,1,1,29923.43,0
2025,15606707,Dominguez,647,France,Male,41,8,0.0,2,0,1,139181.77,0
2025,15609672,Robert,502,France,Male,30,10,121962.38,1,1,1,47608.94,0
2025,15602994,Martinez,526,France,Male,30,6,0.0,1,1,0,50735.76,0
2025,15600535,Lefebvre,743,France,Female,44,0,0.0,1,1,0,68878.62,0
2025,15605735,Hernandez,689,Spain,Female,25,3,0.0,2,0,1,156038.85,0
2025,15601947,Perez,731,Germany,Female,32,10,62971.46,1,1,1,146974.16,0
2025,15601019,Becker,753,Spain,Male,54,8,0.0,2,1,0,88865.31,0
2025,15606538,Bauer,604,Spain,Male,20,2,137961.7,1,1,1,33988.6,0
2025,15609921,Simon,561,Spain,Female,37,5,161054.24,2,1,1,102954.06,0
2025,15600413,Thomas,714,Spain,Male,31,5,0.0,1,1,1,80737.29,0
2025,15601666,Navarro,641,Germany,Female,42,8,162235.5,2,0,0,75095.68,1
2025,15603731,Hoffmann,746,France,Male,36,3,91958.54,2,1,0,51113.68,0
2025,15606374,Wagner,449,Germany,Male,33,7,141479.29,2,1,0,59596.74,0
2025,15603576,Simon,622,France,Female,43,2,0.0,2,0,1,10307.69,0
2025,15607815,Schneider,666,Spain,Male,21,0,116091.93,2,1,1,113257.99,0
2025,15606414,Torres,751,France,Male,39,7,143255.13,2,1,1,113664.03,0
2025,15604224,Schneider,690,Germany,Male,47,9,137828.94,1,1,0,40748.7,1
2025,15601276,Alvarez,577,Spain,Female,42,9,84849.24,2,0,0,13882.3,0
2025,15608578,Lopez,700,Spain,Male,55,7,97916.87,1,1,0,199629.31,0
2025,15607854,Hoffmann,825,Germany,Female,47,8,102310.34,3,1,1,191352.09,1
2025,15600312,Durand,622,France,Female,39,10,157263.9,2,0,1,42655.74,0
2025,15600669,Dubois,635,France,Female,21,8,50323.75,2,1,0,124661.99,0
2025,15608988,Navarro,697,Germany,Male,42,9,102299.05,2,1,1,55469.49,1
2025,15603070,Smith,647,France,Female,52,5,0.0,2,0,1,182395.77,0
2025,15608367,Robert,724,Spain,Female,43,8,75170.61,2,0,1,154089.71,0
2025,15609915,Dupont,595,France,Male,49,3,0.0,1,1,1,118894.59,1
2025,15601934,Lopez,533,Spain,Male,43,6,0.0,2,0,0,122213.36,0
2025,15605032,Hoffmann,651,France,Female,39,6,0.0,2,1,1,83677.01,0
2025,15609436,Moreno,544,Spain,Male,35,7,64605.32,2,1,1,154886.11,0
2025,15605605,Chu,562,France,Female,33,7,0.0,2,1,0,198963.52,0
2025,15601955,Hargrave,622,France,Female,38,4,165955.95,1,1,1,75443.31,1
2025,15603984,Munoz,634,Spain,Female,52,9,124939.72,1,1,0,162521.79,0
2025,15600203,Martin,771,France,Female,34,6,0.0,1,1,0,89482.24,0
2025,15604931,Neumann,723,Germany,Male,52,3,111906.82,2,1,0,120194.3,1
2025,15608136,Sanchez,734,Spain,Female,49,0,65235.12,1,1,0,185212.1,0
2025,15601916,Weber,803,France,Male,31,7,0.0,2,1,1,96680.89,0
2025,15605871,Koch,465,France,Male,29,6,0.0,1,1,1,151631.55,0
2025,15605116,Schulz,748,France,Male,42,3,141798.78,1,1,0,87304.66,0
2025,15609120,Petit,736,France,Female,47,3,0.0,1,1,0,57923.92,0
2025,15600513,Fischer,850,Spain,Male,52,6,35643.17,3,0,0,10438.16,1
2025,15607067,Bernard,712,France,Female,32,2,145040.06,1,0,1,159239.28,0
2025,15609182,Sanchez,712,France,Male,30,7,100126.05,1,1,0,130032.72,0
2025,15603555,Schwarz,489,Spain,Female,59,2,136377.73,1,0,1,35082.32,0
2025,15602891,Boni,653,France,Male,51,10,96636.59,2,1,1,53450.13,0
2025,15603600,Bernard,748,France,Female,44,1,103615.04,1,1,1,122454.64,0
2025,15604714,Bernard,566,Germany,Male,26,8,114406.5,1,0,0,57803.68,1
2025,15602233,Hernandez,732,Germany,Male,56,7,153939.55,1,1,1,46992.64,1
2025,15608812,Schröder,586,France,Female,31,2,158624.58,1,1,1,14028.42,0
2025,15606823,Hargrave,591,France,Male,46,4,0.0,1,1,1,174328.79,1
2025,15606017,Perez,513,France,Female,42,0,88023.11,2,1,1,166794.96,0
2025,15608820,Schneider,728,France,Male,39,8,81058.54,2,1,0,80767.99,0
2025,15603754,Thomas,675,Spain,Male,51,10,0.0,1,1,1,94632.5,0
2025,15605322,Garcia,634,France,Male,54,5,150212.06,1,1,0,117444.29,0
2025,15602299,Richter,730,Germany,Female,41,2,128294.65,1,0,1,147526.29,1
2025,15604850,Martinez,480,France,Female,30,4,144747.94,2,1,0,29596.72,0
2025,15609793,Navarro,520,Spain,Male,56,9,141413.5,1,1,0,181767.17,0
2025,15609069,Schäfer,850,France,Male,38,2,0.0,2,0,0,40105.75,0
